response_id	tweet_id	user_id	screen_name	retweet_count	text	source	url	has_image	has_video	media_url	is_retweet	is_quote	in_reply_to_id	in_reply_to_url	id	tweet_id	annotator	impression	information	affect	channel	severity_value	severity_explanation	comments	created_at	intent	other_intent	is_reconciling	collapsed_code

1678	832052832622768129	4026332440	TriggalilSis	2	RT @Team_Oakwood39: 😂😂Choyces Talmbout Smoking Cess Pissy 🍑 Cause I New Dat Lady 😩💀	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832052832622768129	f	f	""	t	f	""	""	1678	832052832622768129	Chloe	choyces was talking about beating Cess up and the user new that woman.	"[""supply""	""repeat""]"	""	f	0.0	This tweet is not threatening. has the potential to be threatening if it is talking about choyces beating up a woman which could cause problems. However I'm not sure if that is what this tweet is expressing.	"TriggalilSis is retweeting a young man. I believe he is saying that choyces was talking about (talmbout) beating up (smoking) a person named Cess pissy ass. And that he new that woman. The tweet appears to be made lightly or comedically since the post starts with a tears of joy emoji most likely representing that he's laughing about the situation. He includes a peach emoji to represent butt or ass. He most likely includes a weary face emoji to represent laughing and skull emoji to represent being 'dead' from the situation being so funny. This tweet is from May 2015. TriggalilSis most likely wanted to share the memory on her timeline.



'Choyces talking about beating Cess's ass up. I knew that lady'"	2017-06-21 17:42:46.63623	"[""FIGHT""	""RETWEET""]"	""	f	"[""Aggression""	""Other""]"

1913	832052832622768129	4026332440	TriggalilSis	2	RT @Team_Oakwood39: 😂😂Choyces Talmbout Smoking Cess Pissy 🍑 Cause I New Dat Lady 😩💀	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832052832622768129	f	f	""	t	f	""	""	1913	832052832622768129	Allison	Choyces Talmbout is someone sexy. I knew that girl.	"[""supply""	""repeat""]"	"[""notsure""]"	f	0.0	No threat.	---	2017-06-28 18:11:55.578263	"[""RETWEET""	""JOKE""]"	""	f	"[""Other""]"

2365	829560372524961792	570562543	TyGLIZZY087_	0	Bitches turn to straight eaters 😂🏌🏽 https://t.co/4PCy7IhzXC	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/829560372524961792	f	f	""	f	t	""	""	2365	829560372524961792	Allison	Girls turn easy.	"[""supply""]"	"[""entertain""]"	t	0.0	No threat.	TyGLIZZY087_ replies to KINGSAVAGE_'s post about girl changing after their hearts are broken. TyGLIZZY087_ agrees with the post but adds that girls turn in girls who have more sex than before.	2017-07-19 10:47:22.541652	"[""GEN""	""CONVO""	""JOKE""	""SEX""]"	""	f	"[""Other""]"

1995	829560372524961792	570562543	TyGLIZZY087_	0	Bitches turn to straight eaters 😂🏌🏽 https://t.co/4PCy7IhzXC	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/829560372524961792	f	f	""	f	t	""	""	1995	829560372524961792	Chloe	women change when they are hurt.	"[""supply""]"	"[""entertain""]"	t	0.0	This tweet is not threatening.	"TyGLIZZY087_ is reacting to a tweet by a young man who expressed that girls change when they are hurt. TyGLIZZY087_ is responding by saying girls ""bitches"" turn to straight eater after they get hurt. I'm a bit unsure about what eaters mean it may mean woman become more or hyper sexual after they are hurt. He includes a tears of joy emoji meaning he finds it funny and is laughing. the golfer emoji may mean to play the field. 



'Woman turn to straight eaters after they're hurt'"	2017-07-08 14:07:36.58235	"[""WOM""	""JOKE""	""SEX""]"	""	f	"[""Other""]"

2558	829580071920865281	570562543	TyGLIZZY087_	1	RT @BallHard_NlMg: @TyGLIZZY087_ naw Fr tho😩	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/829580071920865281	f	f	""	t	f	""	""	2558	829580071920865281	Allison	Foreal though.	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	t	0.0	No threat.	"TgGLIZZY087_ retweeted BallHard_NIMg response. In conversation link about young girls getting pregnant by 50 year old mean. In TyGLIZZY087_'s first response was laughing at BallHard_NIMg's post but in this post he replies ""for real though."" He insinuating that what she is saying about their community could be true young females getting pregnant and by older men. According to Chicago officials teen pregnancy rate as of 2015 has been really low."	2017-07-25 17:49:32.495618	"[""GEN""	""RETWEET""	""CONVO""]"	""	f	"[""Other""]"

2007	829580071920865281	570562543	TyGLIZZY087_	1	RT @BallHard_NlMg: @TyGLIZZY087_ naw Fr tho😩	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/829580071920865281	f	f	""	t	f	""	""	2007	829580071920865281	Chloe	She's saying 50 year old men really are getting young women pregnant.	"[""supply""	""repeat""]"	""	f	0.0	This tweet is not threatening.	"TyGLIZZY087_ is retweeting a young woman he is having a conversation with. She originally posted that 50 year old men are getting 15 year olds pregnant. He responded jokingly asking if she really said 50. She responded by saying for real though with a weary face emoji. most likely to express being upset and sad over the situation. TyGLIZZY087_ most likely retweeted it to share whats happening and his being upset over it. 



'No for real though'"	2017-07-08 15:42:53.929443	"[""RETWEET""	""CONVO""	""SEX""]"	""	f	"[""Other""]"

1703	832051238657208320	4026332440	TriggalilSis	1	RT @MoneyMan39__: Him n choyces told me to get them bogus ass shoes wen we was in the store 😂😂	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832051238657208320	f	f	""	t	f	""	""	1703	832051238657208320	William	the original tweet is deleted so some context is missing. TriggalilSis is retweeting a story that involves her.	"[""supply""	""repeat""]"	""	f	0.0	not threatening.	TriggalilSis is retweeting a tweet from a now deleted user who is telling a story about TriggalilSis and another person who both told this user to buy some shoes that weren't that cool when they were in a store. And he is laughing about this happening.	2017-06-22 20:30:19.880996	"[""GEN""	""RETWEET""	""CONVO""	""DELETED""]"	""	f	"[""Other""]"

1944	832051454521249793	4026332440	TriggalilSis	2	RT @TriggaCousin_: Choyces n her feelings 😩	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832051454521249793	f	f	""	t	f	""	""	1944	832051454521249793	William	TriggalilSis cousin is laughing at her.	"[""supply""	""repeat""]"	""	f	0.0	Not threatening.	TriggalilSis is retweeting her cousin TriggaCousin_ who is saying that TriggalilSis is being emotional and expressing her feelings. Her cousin is commenting on it as a joke.	2017-07-04 18:27:18.468687	"[""GEN""	""RETWEET""	""JOKE""]"	""	f	"[""Other""]"

1166	809235182112935937	575461536	Bossman_Bucks	82245	RT @ImGoinScottie: Kodak finally heard Broccoli for the first time 😂😂😂 https://t.co/p4EHt0CFhz	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/809235182112935937	f	t	http://pbs.twimg.com/ext_tw_video_thumb/809161884704374784/pu/img/K3MGVWwlE5WMTdEJ.jpg	t	f	""	""	1166	809235182112935937	Kyle	Bossman_Bucks Retweets a tweet from Imgoinscottie where a rapper (kodak Black) listens to a song called broccoli by a guy named lil yachty. Kodak black appears to like the beat but once lil yachty starts talking about smoking broccoli he no longer likes the song. He continues to complain about the reference in another video uploaded in the comments.	"[""supply""	""repeat""]"	"[""entertain""]"	f	0.0	This is about not liking a song.	"Bossman_Bucks retweets a video of Kodak Black listening to Lil Yachty's song ""Broccoli."" Kodak Black appears to like the beat and even some of the verse but when Lil Yachty gets into the hook he has a strong reaction to use of the term ""broccoli"" for marijuana. In a follow up video he continues to complain and make fun of lil yachty for the reference and starts joking about smoking spinach."	2017-06-12 11:03:58.965699	"[""RETWEET""	""JOKE""]"	""	f	"[""Other""]"

1025	809235182112935937	575461536	Bossman_Bucks	82245	RT @ImGoinScottie: Kodak finally heard Broccoli for the first time 😂😂😂 https://t.co/p4EHt0CFhz	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/809235182112935937	f	t	http://pbs.twimg.com/ext_tw_video_thumb/809161884704374784/pu/img/K3MGVWwlE5WMTdEJ.jpg	t	f	""	""	1025	809235182112935937	Ian	Making a joke about a song lyric	"[""repeat""]"	"[""entertain""]"	f	0.0	Talking about a song lyric. Not threatening.	Retweet of a video. Person in the video is joking about a song lyric that calls marijuana broccoli.  Original tweet has 81975 retweets 111568 likes. Many comments.	2017-06-06 16:26:28.982306	"[""AOD""	""RETWEET""	""JOKE""]"	""	f	"[""Aggression""	""Other""]"

1454	828600852554326017	2157364284	CAP600FUCK12	31	RT @dsgwoohthang1: Free Shawdy Nem🤐 https://t.co/K9y9CDaVmc	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	http://twitter.com/statuses/828600852554326017	t	f	http://pbs.twimg.com/media/C3lsiplWQAEEtDf.jpg	t	f	""	""	1454	828600852554326017	Chloe	This tweet is expressing the desire for their friend to be released from jail.	"[""supply""	""repeat""]"	""	f	0.0	This tweet is not threatening.	"CAP600FUCK12 is retweeting a young man who is expressing the desire to have his friend released from jail. I believe this is in reference to D.rose's trial. The user is stating 'free shawdy' using shawdy as a term of endearment for d.rose. 'Nem' may be referring to them meaning the other men that were involved with the same crime and were sentenced to prison. He includes a zipper face emoji.



'Free d.rose'"	2017-06-17 17:37:32.471078	"[""LOSS""	""RETWEET""]"	""	f	"[""Loss""	""Other""]"

1658	828600852554326017	2157364284	CAP600FUCK12	31	RT @dsgwoohthang1: Free Shawdy Nem🤐 https://t.co/K9y9CDaVmc	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	http://twitter.com/statuses/828600852554326017	t	f	http://pbs.twimg.com/media/C3lsiplWQAEEtDf.jpg	t	f	""	""	1658	828600852554326017	Allison	Free Shawdy Nem.	"[""supply""]"	"[""notsure""]"	f	0.0	No threat.	CAP600FUCK12 also wants Shawdy Nem to be released from jail/prison.	2017-06-21 11:19:01.102051	"[""PRIDE""	""GEN""	""RETWEET""]"	""	f	"[""Aggression""	""Other""]"

2422	823620536303554560	3279064956	DopeboyJuggin	0	I be in my own zone	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	http://twitter.com/statuses/823620536303554560	f	f	""	f	f	""	""	2422	823620536303554560	Chloe	He's in his own zone.	"[""supply""]"	""	f	0.0	This tweet is not threatening.	"DopeboyJuggin is saying that he is in his own zone in his own space focused.



'I'm in my own zone'"	2017-07-20 13:20:22.597085	"[""REFLECT""]"	""	f	"[""Other""]"

2568	829584355362226176	570562543	TyGLIZZY087_	0	🤔oh really https://t.co/mLzKxL0ces	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/829584355362226176	f	f	""	f	t	""	""	2568	829584355362226176	Allison	Oh really.	"[""supply""]"	"[""pos_sentiment""]"	t	0.0	No threat.	TyGLIZZY087_ replies to PrincessDaG's post about smoking too much. TyGLIZZY087_ uses thinking emoji because he didn't know she was a smoker like that.	2017-07-25 19:05:44.51994	"[""AOD""	""GEN""	""CONVO""]"	""	f	"[""Aggression""	""Other""]"

2015	829584355362226176	570562543	TyGLIZZY087_	0	🤔oh really https://t.co/mLzKxL0ces	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/829584355362226176	f	f	""	f	t	""	""	2015	829584355362226176	Chloe	the user is questioning if a young woman really smokes too much.	"[""supply""	""request""]"	""	f	0.0	This tweet is not threatening.	"TyGLIZZY087_ is reacting to a post by a young woman who is saying that she smokes weed to much. He is responding with a thinking face emoji and asking oh really or is that so. 



'oh really'"	2017-07-09 11:49:36.547953	"[""AOD""]"	""	f	"[""Aggression""]"

2313	832066734555328512	4026332440	TriggalilSis	0	Ima keep yo name litt Forevaaaaa @tyb_topshoota 🗣🗣	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832066734555328512	f	f	""	f	f	""	""	2313	832066734555328512	Allison	Keep your name on blast.	"[""supply""]"	"[""notsure""]"	f	0.0	No threat.	"Tyb_topshoota is someone who cares about Trigga. On his wall he post about him frequently and hashtags ""choycestweets."" Unsure if they were really good friends or if tab_topshoota is related to Trigga maybe a brother. TriggalilSis says she'll keep his name lit like she will always care for him."	2017-07-18 19:25:56.05314	"[""GEN""]"	""	f	"[""Other""]"

1709	832066734555328512	4026332440	TriggalilSis	0	Ima keep yo name litt Forevaaaaa @tyb_topshoota 🗣🗣	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832066734555328512	f	f	""	f	f	""	""	1709	832066734555328512	Ian	Person died and tweeter misses her	"[""supply""]"	"[""neg_sentiment""]"	f	0.0	Not threatening	"Tweeter is posting on tyb_topshoota's wall.  tyb_topshoota has died but people still post on his wall.



""I miss you and wish you were still alive"""	2017-06-25 12:46:52.39976	"[""LOSS""	""SAD""	""DEATH""]"	""	f	"[""Loss""]"

2371	829566628388040709	570562543	TyGLIZZY087_	1	RT @TyGLIZZY087_: 🤕 https://t.co/RtaKGmuDNy	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/829566628388040709	t	f	http://pbs.twimg.com/media/Cu0q1sGUkAALDdW.jpg	t	f	""	""	2371	829566628388040709	Allison	Someone hurt.	"[""supply""	""repeat""]"	"[""neg_sentiment""]"	f	0.0	No threat.	TyGLIZZY087_ retweets his own post. Picture of a young boy that must be hurt or gone. TyGLIZZY087_ uses wounded face emoji.	2017-07-19 11:06:52.172582	"[""SAD""	""GEN""	""RETWEET""]"	""	f	"[""Loss""	""Other""]"

2001	829566628388040709	570562543	TyGLIZZY087_	1	RT @TyGLIZZY087_: 🤕 https://t.co/RtaKGmuDNy	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/829566628388040709	t	f	http://pbs.twimg.com/media/Cu0q1sGUkAALDdW.jpg	t	f	""	""	2001	829566628388040709	Chloe	He's sharing a picture of himself.	"[""supply""]"	""	f	0.0	This tweet is not threatening.	TyGLIZZY087_ is posting a photo of himself with his middle finger up. He includes a head bandaged emoji which could possibly mean he's hurt or injured but I'm not sure exactly what its referring to. He most likely wanted to share a picture of himself on his timeline.	2017-07-08 14:40:51.813718	"[""APEAR""]"	""	f	"[""Other""]"

2353	833959284916547584	4026332440	TriggalilSis	2	RT @TriggalilSis: My man could never get took even if I gave him to you bitch he wouldn't leave 🤷🏼‍♀️ #FreeTheGVal🗣💍	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/833959284916547584	f	f	""	t	f	""	""	2353	833959284916547584	Allison	Her man would never leave her.	"[""supply""	""repeat""]"	"[""pos_sentiment""]"	f	0.0	No threat.	TriggalilSis retweeted her own post about her man staying with her and wanting to be with her even if she told him he could be with someone else. Reflection about love and loyalty.	2017-07-19 09:32:46.372335	"[""REL""	""GEN""	""RETWEET""]"	""	f	"[""Other""]"

1749	833959284916547584	4026332440	TriggalilSis	2	RT @TriggalilSis: My man could never get took even if I gave him to you bitch he wouldn't leave 🤷🏼‍♀️ #FreeTheGVal🗣💍	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/833959284916547584	f	f	""	t	f	""	""	1749	833959284916547584	Ian	Retweet of self saying that her boyfriend is committed to her	"[""supply""]"	"[""pos_sentiment""]"	f	0.0	Not threatening	"Retweet of herself. triggalilsis says that her boyfriend wouldn't leave her even if she told him he could.  



""My boyfriend wouldn't leave me for you even if I told him that he could"""	2017-06-25 19:26:41.215929	"[""BRAG""	""LOSS""	""WOM""]"	""	f	"[""Aggression""	""Loss""	""Other""]"

2358	829496272230940672	570562543	TyGLIZZY087_	1	@RichNigga_Dre 🤐😂💯💯💯	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/829496272230940672	f	f	""	f	f	829496156312961025	http://twitter.com/statuses/829496156312961025	2358	829496272230940672	Allison	True.	"[""supply""]"	"[""pos_sentiment""	""entertain""]"	t	0.0	No threat.	TyGLIZZY087 replies to RichNigga_Dre. TyGLIZZY087 uses emoji to reply that the comment was funny.	2017-07-19 10:21:54.455856	"[""GEN""	""CONVO""	""JOKE""]"	""	f	"[""Other""]"

1988	829496272230940672	570562543	TyGLIZZY087_	1	@RichNigga_Dre 🤐😂💯💯💯	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/829496272230940672	f	f	""	f	f	829496156312961025	http://twitter.com/statuses/829496156312961025	1988	829496272230940672	Chloe	TyGLIZZY087_ is agreeing with what the other user said.	"[""supply""]"	""	f	0.0	This tweet is not threatening.	TyGLIZZY087_ is replying to a young man he's been having a conversation with. TyGLIZZY087_ is replying to the other user statement that nothing compares to weed and TyGLIZZY087_ is agreeing with that statement. He includes a zipper mouth emoji and tears of joy emoji most likely to show he finds the statement funny. He includes three 100 emojis to show he/the other user is speaking the truth.	2017-07-08 13:14:08.37375	"[""AOD""	""CONVO""]"	""	f	"[""Aggression""	""Other""]"

2351	833878781488222208	4026332440	TriggalilSis	0	Thank The Lord For My Brothers 🙏🏾 But Lord Why You Had To Take My Brother 💔😔	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/833878781488222208	f	f	""	f	f	""	""	2351	833878781488222208	Allison	She's thankful for her brothers but sad about the loss of one of them.	"[""supply""]"	"[""neg_sentiment""]"	f	0.0	No threat.	She's thankful for her brothers but asks God why her brother Trigga was taken away.	2017-07-19 09:29:03.993156	"[""LOSS""	""SAD""	""DEATH""	""GEN""	""REFLECT""]"	""	f	"[""Loss""	""Other""]"

1747	833878781488222208	4026332440	TriggalilSis	0	Thank The Lord For My Brothers 🙏🏾 But Lord Why You Had To Take My Brother 💔😔	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/833878781488222208	f	f	""	f	f	""	""	1747	833878781488222208	Ian	Grieving over the death of her brother	"[""supply""	""request""]"	"[""neg_sentiment""]"	f	0.0	Not threatening	"Tweeter is thanking God for giving her her brother but asking why her brother died.



""Thank the Lord for my brothers but why did the Lord let my brother die"""	2017-06-25 19:23:58.648375	"[""LOSS""	""SAD""	""DEATH""]"	""	f	"[""Loss""]"

2457	833408764384575488	2157364284	CAP600FUCK12	0	DAT HATIAN BITCH I NEVA SEEN NONE LIKE HER	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	http://twitter.com/statuses/833408764384575488	f	f	""	f	f	""	""	2457	833408764384575488	Nana	Never seen a Haitian girl like the one they seen before. Almost sounds like a song lyric.	"[""quotation""]"	"[""nice""	""notsure""]"	f	0.0	It's a compliment towards a Haitian girl.	CAP600FUCK12 never seen a Haitian girl as good as the one he saw. He is so fascinated he tweets about her.	2017-07-21 14:29:19.546988	"[""WOM""	""SEX""	""APEAR""]"	""	f	"[""Other""]"

2569	715736451300900864	259045771	300__agent	0	@TiaraSoBooji 💯💪	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	http://twitter.com/statuses/715736451300900864	f	f	""	f	f	""	""	2569	715736451300900864	Chloe	He's saying TiarasoBooji is 100 flexing.	"[""supply""]"	"[""nice""]"	f	0.0	This tweet is not threatening.	300__agent is ed TiarasoBooji who is a television personality and socialite. He is expressing that she is 100 flexing or showing off. I've also seen the bicep emoji used as a compliment for looking good.	2017-07-25 19:07:39.491151	"[""APEAR""]"	""	f	"[""Other""]"

1734	832399939187699715	4026332440	TriggalilSis	0	My brother say hang in dere shordy I'll be home in a few 🙏🏾🗣	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832399939187699715	f	f	""	f	f	""	""	1734	832399939187699715	Ian	Tweeter talking about her brother who passed away	"[""supply""]"	"[""notsure""]"	f	0.0	Not threatening	"Tweeter talking about her brother who passed away.  Used the prayer hands emoji.  Says her brother told her to hang in there.  Maybe he said this to her while she was praying?



""My brother told me to hang in there and that we will see each other soon"""	2017-06-25 15:23:12.170392	"[""LOSS""	""SAD""	""DEATH""	""REL""	""GEN""]"	""	f	"[""Loss""	""Other""]"

2338	832399939187699715	4026332440	TriggalilSis	0	My brother say hang in dere shordy I'll be home in a few 🙏🏾🗣	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832399939187699715	f	f	""	f	f	""	""	2338	832399939187699715	Allison	She's trying to remain cool.	"[""supply""]"	"[""neg_sentiment""]"	f	0.0	No threat.	She spoke to her brother and he told her to endure her troubles. Looks like he will be coming home soon.	2017-07-19 08:48:54.260135	"[""GEN""]"	""	f	"[""Other""]"

2155	832053432060108802	4026332440	TriggalilSis	2	RT @QuintCity_: Me and choyces just got Montana off da woods he in nis bitch throwing up	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832053432060108802	f	f	""	t	f	""	""	2155	832053432060108802	Allison	Choyces and QuintCity_ got Montana out of the woods Montana and his girlfriend are throwing up.	"[""supply""	""repeat""]"	"[""notsure""]"	t	0.0	No threat. Post is recounting something that happened.	"TriggalilSis (aka Choyces) is retweeting QuintCity_'s post from April 2015. Looks like there was some party that happened Montana and ""his bitch"" meaning his girlfriend got really drunk and are throwing up. QuintCity_ and Choyces are helping them out to get somewhere. Choyces and QuintCity_ must be friends. In QuintCity_'s bio he lists a couple friends who have passed away or are locked up. Choyces is retweeting posts that include her name.



""Me and Choyces just got Montana out of the woods he and his girl are throwing up."""	2017-07-12 10:57:02.4346	"[""GEN""	""RETWEET""	""CONVO""]"	""	f	"[""Other""]"

1785	832053432060108802	4026332440	TriggalilSis	2	RT @QuintCity_: Me and choyces just got Montana off da woods he in nis bitch throwing up	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832053432060108802	f	f	""	t	f	""	""	1785	832053432060108802	Chloe	return	""	""	f	0.0	return	return	2017-06-26 13:25:17.108557	""	""	f	[]

2614	717198508529479681	259045771	300__agent	0	@Chiraqmusicplug	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	http://twitter.com/statuses/717198508529479681	f	f	""	f	f	""	""	2614	717198508529479681	Chloe	He's ed chiraqmusic.	"[""supply""]"	""	f	0.0	This tweet is not threatening.	"300__agent is just tweeting ed Chiraqmusic and account that shares chicago music. I haven't yet found anything about 300__agent making music but he shares/promotes a lot of other artists music/videos. 



'ed Chiraqmusicplug'"	2017-07-26 13:39:31.412987	"[""REFLECT""]"	""	f	"[""Other""]"

1922	834342732399251457	515828542	KiddoFrmDaTre	0	Wish I can be out n about I know da streets miss me FREE ME😩💯	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	http://twitter.com/statuses/834342732399251457	f	f	""	f	f	""	""	1922	834342732399251457	Kyle	This seems to imply that kiddofrmdatre is locked up or being held somewhere but no context is given. This message feels like he is talking about wanting to be out on the streets but is not able to be.	"[""supply""]"	"[""neg_sentiment""]"	f	0.0	This is about wanting freedom from something	I am unsure about what this message means. But it appears that there is something keeping kiddofrmdatre from being out on the streets at 2AM. He wants to be out on the streets and wants to be free but there isn't enough context to know what is keeping him from the streets.	2017-06-30 10:29:41.448509	"[""GANG""	""NHOOD""]"	""	f	"[""Other""]"

1518	820268581665574912	575461536	Bossman_Bucks	0	I ain't on shit just tryin too get dis paper	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/820268581665574912	f	f	""	f	f	""	""	1518	820268581665574912	Kyle	bossman_bucks is telling us that he isn't a part of anything great he's just trying to work to make some money.	"[""supply""]"	"[""pos_sentiment""]"	f	0.0	This is about trying to make money.	bossman_bucks is working to try and make some money.	2017-06-19 11:48:51.058225	"[""MONEY""	""GEN""]"	""	f	"[""Aggression""	""Other""]"

1069	820268581665574912	575461536	Bossman_Bucks	0	I ain't on shit just tryin too get dis paper	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/820268581665574912	f	f	""	f	f	""	""	1069	820268581665574912	Ian	Person saying he wants to get money.	"[""supply""]"	""	f	0.0	Tweeter talking about wanting money. Not threatening.	Tweeter says that he isn't taking drugs at that time because he wants to make money.  0 retweets comments likes.	2017-06-06 17:42:22.865139	"[""AOD""	""AWARE""	""MONEY""]"	""	f	"[""Aggression""]"

1252	824923661383630848	575461536	Bossman_Bucks	0	@YakMoneyyyy naww I'm tryin see if I gotta little one 🤔😎🤘🏽	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/824923661383630848	f	f	""	f	f	824922087416553472	http://twitter.com/statuses/824922087416553472	1252	824923661383630848	Ian	Person trying to take a drug.	"[""supply""]"	"[""neg_sentiment""]"	f	0.0	Tweeter trying to take a drug. Not threatening.	Tweeter is trying to take a drug while at the hospital. Unsure what drug.	2017-06-12 20:10:31.788609	"[""AOD""	""CONVO""]"	""	f	"[""Aggression""	""Other""]"

1160	824923661383630848	575461536	Bossman_Bucks	0	@YakMoneyyyy naww I'm tryin see if I gotta little one 🤔😎🤘🏽	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/824923661383630848	f	f	""	f	f	824922087416553472	http://twitter.com/statuses/824922087416553472	1160	824923661383630848	William	denying that he is hurt and he is seeing if he has a child on the way.	"[""supply""	""reject""]"	"[""pos_sentiment""]"	f	0.0	Not threatening.	"this user is having a conversation with a friend who joked that he is at the ER because he got hurt. He is responding denying that he is hurt and saying that he is seeing if his girlfriend is pregnant and has a child on the way. he is using the thinking face sunglasses face and hand gesture face to show that he is excited and this is cool.



'no I am trying to see if I have a child on the way.'"	2017-06-12 09:42:46.111866	"[""GEN""	""CONVO""]"	""	f	"[""Other""]"

2488	834367622963720193	2157364284	CAP600FUCK12	1	Love yall on steve https://t.co/yq4fRQzVsw	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	http://twitter.com/statuses/834367622963720193	f	f	""	f	t	""	""	2488	834367622963720193	Nana	Poster loves the people in the video or picture shared.	"[""notsure""]"	"[""pos_sentiment""]"	f	0.0	The poster is sharing love.	"KingVonFrmdaWic posted a picture of him and a friend that is incarcerated at the moment. CAP600FUCK12 now shares the post saying ""Love yall on steve"" which most likely means he loves them two a lot."	2017-07-24 15:20:11.170432	"[""AUTHORITY""	""PRIDE""]"	""	f	"[""Aggression""]"

1481	832317023355011073	575461536	Bossman_Bucks	32	RT @Jumoney49: SomeWhere You Not 🤣😌 https://t.co/0Nazxb3ss3	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	http://twitter.com/statuses/832317023355011073	t	f	http://pbs.twimg.com/media/C3Ty9OAVUAArmED.jpg	t	f	""	""	1481	832317023355011073	William	Bossman_Bucks is going through JuMoney's page and remembering him. He is retweeting an older photo of JuMoney	"[""supply""	""repeat""]"	""	f	0.0	Not threatening.	Bossman_Bucks is going through JuMoney's Twitter profile as he remembers his now deceased friend. He seems to be mourning and grieving while using this remembering to work through the pain. he is retweeting an older photo of JuMoney posing.	2017-06-19 09:44:37.481289	"[""LOSS""	""RETWEET""]"	Memorial	f	"[""Loss""	""Other""]"

